monitorTime,weight,amplitude,obliguity,windSpeed,moment,height,rotation,安全状态
2025-09-22 13:55:30,54.3,34.45,1.2,3.64,1496.51,161.88,157.1,安全
2025-09-22 13:56:00,63.76,35.08,-1.11,2.33,1789.36,360.93,69.3,安全
2025-09-22 13:56:30,93.85,42.76,0.87,4.08,3611.72,193.3,30.1,预警
2025-09-22 13:57:00,2.68,36.65,-0.88,10.98,88.4,498.19,190.3,预警
2025-09-22 13:57:30,93.11,7.47,-1.3,11.17,625.98,509.75,228.9,预警
2025-09-22 13:58:00,79.89,25.13,-1.68,10.03,1806.87,535.79,216.0,预警
2025-09-22 13:58:30,97.41,50.58,-0.2,8.87,4927.0,646.42,328.2,危险
2025-09-22 13:59:00,8.02,28.2,-0.29,0.19,180.93,448.14,64.7,安全
2025-09-22 13:59:30,46.44,5.69,-0.98,9.61,211.39,334.78,171.1,安全
2025-09-22 14:00:00,79.9,22.33,-0.6,9.27,1427.33,549.24,113.3,安全
2025-09-22 14:00:30,63.61,53.31,-0.43,6.21,2712.84,458.18,123.9,安全
2025-09-22 14:01:00,1.7,26.94,-1.07,2.52,36.64,498.02,6.6,安全
2025-09-22 14:01:30,17.59,24.77,0.35,5.77,348.56,120.06,29.6,安全
2025-09-22 14:02:00,18.95,40.21,-0.69,10.23,609.58,255.13,10.6,安全
2025-09-22 14:02:30,58.34,23.3,0.46,3.03,1087.46,313.91,139.0,安全
2025-09-22 14:03:00,74.24,16.43,-0.5,5.02,975.81,509.95,162.2,安全
2025-09-22 14:03:30,7.2,10.56,-0.01,1.16,60.83,190.08,26.7,安全
2025-09-22 14:04:00,50.89,70.79,1.49,4.06,2882.0,329.46,154.1,安全
2025-09-22 14:04:30,9.41,55.17,-2.04,4.42,467.23,41.79,125.2,预警
2025-09-22 14:05:00,79.16,7.32,-0.02,9.34,521.51,567.66,178.9,预警
2025-09-22 14:05:30,74.92,6.5,-2.15,7.67,438.28,552.34,216.9,预警
2025-09-22 14:06:00,88.42,16.33,-0.58,12.03,1299.51,598.87,162.5,预警
2025-09-22 14:06:30,96.22,5.94,0.71,33.79,571.55,629.66,365.8,危险
2025-09-22 14:07:00,40.64,64.56,1.02,9.83,2098.97,280.09,125.0,安全
2025-09-22 14:07:30,8.95,45.23,-0.75,4.67,323.85,348.73,46.3,安全
2025-09-22 14:08:00,4.18,0.83,-1.43,0.1,2.78,60.7,43.1,安全
2025-09-22 14:08:30,17.71,78.94,-0.58,1.38,1118.42,300.06,154.4,安全
2025-09-22 14:09:00,54.25,21.58,0.18,7.72,936.57,400.46,120.0,安全
2025-09-22 14:09:30,69.67,56.7,0.24,4.65,3160.23,352.87,147.3,安全
2025-09-22 14:10:00,0.46,79.36,-0.95,5.08,29.2,479.62,40.5,安全
2025-09-22 14:10:30,38.15,10.62,-0.31,1.92,324.12,200.0,67.2,安全
2025-09-22 14:11:00,79.45,59.96,-1.16,7.84,3811.06,28.47,5.4,安全
2025-09-22 14:11:30,8.44,77.24,1.32,2.1,521.52,88.93,43.3,安全
2025-09-22 14:12:00,41.25,45.22,-0.84,8.17,1492.26,170.26,166.0,安全
2025-09-22 14:12:30,52.54,32.18,0.87,8.84,1352.59,159.77,61.1,安全
2025-09-22 14:13:00,74.88,10.31,-1.37,4.91,617.61,440.67,138.9,安全
2025-09-22 14:13:30,73.56,33.71,-1.2,6.36,1983.77,428.12,16.8,安全
2025-09-22 14:14:00,13.82,0.99,0.28,9.58,10.95,368.87,176.8,安全
2025-09-22 14:14:30,5.05,72.24,0.94,3.4,291.85,535.44,51.8,安全
2025-09-22 14:15:00,71.15,56.74,0.77,6.09,3229.64,66.01,95.8,安全
2025-09-22 14:15:30,28.55,63.38,0.77,9.84,1447.6,8.17,145.6,安全
2025-09-22 14:16:00,75.08,49.3,-1.11,0.89,2961.16,11.47,113.2,安全
2025-09-22 14:16:30,50.38,73.83,-0.31,3.59,2975.64,343.44,148.6,安全
2025-09-22 14:17:00,74.94,50.22,-0.22,6.86,3010.79,470.97,88.3,安全
2025-09-22 14:17:30,17.34,13.59,-1.5,7.76,188.52,61.11,43.9,安全
2025-09-22 14:18:00,23.84,44.83,-0.31,7.29,855.0,30.61,22.3,安全
2025-09-22 14:18:30,39.94,26.96,-0.61,0.73,861.43,492.65,124.5,安全
2025-09-22 14:19:00,9.74,5.21,1.42,7.36,40.6,229.61,126.3,安全
2025-09-22 14:19:30,60.51,54.4,-0.07,4.65,2633.4,6.08,166.8,安全
2025-09-22 14:20:00,48.27,15.42,1.26,9.88,595.46,544.05,157.3,安全
2025-09-22 14:20:30,79.82,14.71,1.03,8.89,939.32,127.02,17.7,安全
2025-09-22 14:21:00,78.35,18.01,1.11,0.05,1128.87,11.57,83.9,安全
2025-09-22 14:21:30,19.1,55.19,-2.31,6.11,948.72,213.43,33.4,预警
2025-09-22 14:22:00,81.57,5.54,-1.23,5.24,406.71,70.92,43.1,预警
2025-09-22 14:22:30,93.27,44.09,-0.68,3.61,3701.05,587.11,173.6,预警
2025-09-22 14:23:00,87.97,46.61,-1.4,9.14,3690.25,611.6,236.5,预警
2025-09-22 14:23:30,24.79,17.2,1.13,12.11,383.75,527.89,170.4,预警
2025-09-22 14:24:00,96.94,8.16,-0.16,9.3,791.03,652.63,385.7,危险
2025-09-22 14:24:30,22.01,11.35,-1.49,5.75,199.85,58.95,70.5,安全
2025-09-22 14:25:00,47.15,21.08,-0.97,8.37,795.14,520.74,18.1,安全
2025-09-22 14:25:30,12.46,76.8,-1.39,10.56,765.54,2.56,157.3,安全
2025-09-22 14:26:00,24.59,75.09,-0.55,7.07,1477.17,44.03,43.6,安全
2025-09-22 14:26:30,61.9,36.51,1.28,4.64,1807.98,478.4,80.8,安全
2025-09-22 14:27:00,94.08,17.44,1.04,9.57,1476.68,115.88,112.4,预警
2025-09-22 14:27:30,91.24,9.5,-1.84,0.77,780.1,619.31,167.3,预警
2025-09-22 14:28:00,85.0,25.76,-0.48,12.37,1970.64,564.4,209.8,预警
2025-09-22 14:28:30,91.58,30.21,0.37,2.24,2489.97,602.75,225.9,预警
2025-09-22 14:29:00,7.65,94.56,-7.91,8.73,723.38,633.4,438.6,危险
2025-09-22 14:29:30,98.75,25.81,3.43,8.76,2548.74,641.09,526.2,危险
2025-09-22 14:30:00,85.31,37.09,-0.51,11.98,2847.73,605.18,202.8,预警
2025-09-22 14:30:30,33.21,11.94,-8.57,23.85,396.53,640.54,256.9,危险
2025-09-22 14:31:00,61.14,40.33,-2.41,9.99,2219.2,575.06,215.9,预警
2025-09-22 14:31:30,43.94,21.31,7.12,18.0,936.36,628.71,301.4,危险
2025-09-22 14:32:00,98.71,33.4,1.44,20.74,3296.91,648.71,337.5,危险
2025-09-22 14:32:30,67.81,50.16,-0.61,4.61,2721.08,102.28,20.0,安全
2025-09-22 14:33:00,57.82,19.02,0.96,10.75,879.79,42.15,85.1,安全
2025-09-22 14:33:30,64.17,53.58,0.78,3.78,2750.58,249.62,107.1,安全
2025-09-22 14:34:00,77.92,20.0,1.27,2.92,1246.72,543.99,120.6,安全
2025-09-22 14:34:30,37.09,49.08,-0.68,2.97,1456.3,62.46,20.5,安全
2025-09-22 14:35:00,27.82,61.03,0.32,1.12,1358.28,468.73,108.2,安全
2025-09-22 14:35:30,76.87,41.26,-0.97,5.12,2537.32,356.68,5.1,安全
2025-09-22 14:36:00,1.2,10.36,-0.75,4.64,9.95,268.1,24.8,安全
2025-09-22 14:36:30,53.87,43.56,-0.62,0.16,1877.26,42.72,70.5,安全
2025-09-22 14:37:00,12.33,30.15,0.38,5.91,297.4,127.15,61.9,安全
2025-09-22 14:37:30,49.13,64.94,0.76,5.98,2552.4,199.27,65.7,安全
2025-09-22 14:38:00,70.35,2.55,1.46,7.18,143.51,374.63,6.8,安全
2025-09-22 14:38:30,48.45,36.74,-1.18,3.01,1424.04,489.67,99.0,安全
2025-09-22 14:39:00,33.08,5.82,0.64,7.59,154.02,337.73,91.8,安全
2025-09-22 14:39:30,34.71,47.47,-0.8,10.17,1318.15,323.84,56.0,安全
2025-09-22 14:40:00,90.53,8.85,0.54,3.17,721.07,173.53,142.7,预警
2025-09-22 14:40:30,10.44,72.29,1.19,9.79,679.24,539.89,216.3,预警
2025-09-22 14:41:00,40.73,78.96,-0.17,13.07,2894.44,582.08,190.9,预警
2025-09-22 14:41:30,73.69,12.38,0.85,5.25,821.05,537.81,210.4,预警
2025-09-22 14:42:00,21.71,49.2,-6.45,17.44,1068.13,654.32,473.8,危险
2025-09-22 14:42:30,71.86,21.39,1.48,1.12,1229.67,29.14,154.0,安全
2025-09-22 14:43:00,74.18,5.71,-1.16,0.37,338.85,57.49,37.7,安全
2025-09-22 14:43:30,77.61,40.87,0.84,8.38,2537.54,294.3,143.5,安全
2025-09-22 14:44:00,47.67,23.96,0.18,5.77,913.74,452.9,176.7,安全
2025-09-22 14:44:30,32.89,61.07,-1.2,8.39,1606.87,204.29,7.1,安全
2025-09-22 14:45:00,29.07,48.86,-1.14,9.98,1136.29,42.73,167.4,安全
2025-09-22 14:45:30,56.57,23.65,-0.33,8.0,1070.3,330.81,120.9,安全
2025-09-22 14:46:00,31.14,39.03,1.47,2.32,972.32,229.83,52.5,安全
2025-09-22 14:46:30,89.57,16.15,-1.47,0.89,1301.9,547.36,203.3,预警
2025-09-22 14:47:00,92.5,26.4,1.79,6.48,2197.8,570.22,217.1,预警
2025-09-22 14:47:30,72.83,17.43,7.89,36.0,1269.43,642.72,447.1,危险
2025-09-22 14:48:00,28.1,25.12,0.55,2.34,564.7,230.82,33.9,安全
2025-09-22 14:48:30,0.67,77.6,-0.2,10.47,41.59,77.19,105.7,安全
2025-09-22 14:49:00,16.09,63.21,0.85,1.23,813.64,501.64,35.0,安全
2025-09-22 14:49:30,49.04,74.39,1.15,10.33,2918.47,188.44,19.0,安全
2025-09-22 14:50:00,15.08,40.04,0.88,1.63,483.04,362.86,58.2,安全
2025-09-22 14:50:30,27.3,52.96,-0.1,8.77,1156.65,85.76,142.2,安全
2025-09-22 14:51:00,5.15,15.53,0.47,9.23,63.98,138.98,58.9,安全
2025-09-22 14:51:30,42.97,16.62,0.93,8.36,571.33,79.92,83.5,安全
2025-09-22 14:52:00,61.99,23.28,0.4,0.55,1154.5,334.78,27.5,安全
2025-09-22 14:52:30,66.45,23.74,-0.66,9.08,1262.02,27.59,71.4,安全
2025-09-22 14:53:00,29.61,22.79,1.24,8.11,539.85,35.17,128.6,安全
2025-09-22 14:53:30,42.19,71.08,-0.56,6.21,2399.09,275.42,88.1,安全
2025-09-22 14:54:00,76.73,46.58,-2.2,4.88,3216.68,615.04,238.7,预警
2025-09-22 14:54:30,80.28,35.92,0.11,1.7,2595.29,589.9,198.2,预警
2025-09-22 14:55:00,21.51,6.41,1.41,19.76,137.88,654.67,439.9,危险
2025-09-22 14:55:30,70.41,13.87,1.42,1.55,781.27,55.63,20.2,安全
2025-09-22 14:56:00,45.85,60.19,-0.4,10.56,2207.77,238.94,27.1,安全
2025-09-22 14:56:30,37.28,54.33,1.0,4.96,1620.34,326.49,48.1,安全
2025-09-22 14:57:00,51.68,73.11,-1.35,9.58,3022.66,309.26,45.4,安全
2025-09-22 14:57:30,76.39,29.88,-0.5,1.97,1826.03,134.46,149.9,安全
2025-09-22 14:58:00,49.16,68.87,-0.8,1.32,2708.52,3.36,91.4,安全
2025-09-22 14:58:30,79.86,41.75,-0.57,9.47,2667.32,429.95,2.8,安全
2025-09-22 14:59:00,65.35,20.24,-1.05,2.45,1058.15,257.72,76.5,安全
2025-09-22 14:59:30,23.12,13.79,0.83,14.95,286.94,162.77,44.1,预警
2025-09-22 15:00:00,17.42,10.94,0.62,12.92,171.52,374.12,52.6,预警
2025-09-22 15:00:30,26.43,54.52,1.66,10.84,1296.87,600.93,181.3,预警
2025-09-22 15:01:00,88.99,11.75,1.61,4.26,941.07,597.64,191.6,预警
2025-09-22 15:01:30,10.75,5.94,2.23,13.18,57.47,597.94,178.4,预警
2025-09-22 15:02:00,96.88,34.31,-0.9,10.33,3323.95,650.89,343.2,危险
2025-09-22 15:02:30,79.17,9.53,0.05,8.56,603.59,237.96,84.3,安全
2025-09-22 15:03:00,78.91,25.75,0.31,0.6,1625.55,463.22,116.7,安全
2025-09-22 15:03:30,32.33,1.3,0.28,0.15,33.62,0.67,110.9,安全
2025-09-22 15:04:00,15.13,15.36,0.46,0.59,185.92,172.38,26.9,安全
2025-09-22 15:04:30,46.42,50.82,0.66,2.76,1887.25,49.1,14.2,安全
2025-09-22 15:05:00,34.1,75.67,-0.85,2.78,2064.28,55.5,109.0,安全
2025-09-22 15:05:30,54.39,46.81,1.08,5.26,2036.8,73.96,52.1,安全
2025-09-22 15:06:00,53.0,45.07,0.09,7.38,1910.97,350.57,158.6,安全
2025-09-22 15:06:30,46.89,59.6,-0.75,7.33,2235.72,496.21,69.4,安全
2025-09-22 15:07:00,62.33,49.89,-1.32,6.28,2487.71,71.61,174.1,安全
2025-09-22 15:07:30,64.91,7.42,-1.13,6.42,385.31,189.7,6.3,安全
2025-09-22 15:08:00,43.34,30.38,-1.2,8.66,1053.34,503.29,136.2,安全
2025-09-22 15:08:30,65.8,14.53,-0.71,2.26,764.86,420.79,170.6,安全
2025-09-22 15:09:00,57.35,62.87,0.42,4.19,2884.48,234.17,13.6,安全
2025-09-22 15:09:30,2.53,55.64,-0.18,5.97,112.62,306.72,49.9,安全
2025-09-22 15:10:00,38.08,37.67,-0.33,8.87,1147.58,248.15,108.7,安全
2025-09-22 15:10:30,71.64,55.59,1.17,2.92,3185.97,19.25,47.0,安全
2025-09-22 15:11:00,22.3,72.75,0.45,0.89,1297.86,74.47,28.0,安全
2025-09-22 15:11:30,50.44,54.99,1.08,10.16,2218.96,110.95,55.8,安全
2025-09-22 15:12:00,19.23,28.71,1.24,6.22,441.67,406.01,88.2,安全
2025-09-22 15:12:30,2.32,5.14,0.11,7.77,9.54,118.44,129.9,安全
2025-09-22 15:13:00,64.86,27.84,0.74,4.37,1444.56,373.1,137.5,安全
2025-09-22 15:13:30,79.35,20.84,-0.27,1.8,1322.92,112.25,124.8,安全
2025-09-22 15:14:00,73.36,24.99,-0.96,3.09,1466.61,250.28,52.3,安全
2025-09-22 15:14:30,18.69,58.88,-1.48,5.83,880.37,436.57,47.9,安全
2025-09-22 15:15:00,48.27,50.75,0.47,4.82,1959.76,190.62,150.5,安全
2025-09-22 15:15:30,60.68,22.38,-1.19,0.78,1086.41,51.86,104.9,安全
2025-09-22 15:16:00,4.14,26.96,0.76,3.19,89.29,419.82,134.2,安全
2025-09-22 15:16:30,19.67,58.31,0.74,4.3,917.57,115.74,93.8,安全
2025-09-22 15:17:00,73.71,40.39,-0.98,7.38,2381.72,234.97,106.5,安全
2025-09-22 15:17:30,58.73,36.38,0.94,7.8,1709.28,338.29,27.1,安全
2025-09-22 15:18:00,66.88,62.29,-1.09,5.28,3332.76,142.4,135.8,安全
2025-09-22 15:18:30,57.73,10.03,1.13,1.96,463.23,438.49,82.3,安全
2025-09-22 15:19:00,26.27,12.67,-1.0,7.15,266.27,302.74,22.0,安全
2025-09-22 15:19:30,9.02,5.79,0.73,7.69,41.78,32.15,100.8,安全
2025-09-22 15:20:00,6.78,72.3,1.22,7.54,392.16,509.4,146.1,安全
2025-09-22 15:20:30,66.28,38.09,-0.58,2.36,2019.68,179.97,113.1,安全
2025-09-22 15:21:00,13.82,20.7,-0.1,2.52,228.86,323.76,166.2,安全
2025-09-22 15:21:30,87.33,32.83,-0.94,5.27,2580.34,492.09,44.7,预警
2025-09-22 15:22:00,89.25,9.73,1.51,4.02,781.56,501.94,235.7,预警
2025-09-22 15:22:30,29.87,74.39,-1.05,11.44,1999.83,548.58,229.0,预警
2025-09-22 15:23:00,43.66,49.06,1.76,10.1,1927.76,573.0,195.1,预警
2025-09-22 15:23:30,97.1,9.18,-0.06,31.69,891.38,644.87,510.2,危险
2025-09-22 15:24:00,77.76,33.17,2.48,8.63,2321.37,540.84,177.3,预警
2025-09-22 15:24:30,99.78,20.73,-6.39,10.29,2068.44,644.67,376.1,危险
2025-09-22 15:25:00,44.7,4.52,0.59,0.58,161.64,449.4,148.5,安全
2025-09-22 15:25:30,18.97,25.9,-0.06,6.45,393.06,158.05,106.6,安全
2025-09-22 15:26:00,23.83,4.45,-1.49,1.1,84.83,435.74,173.1,安全
2025-09-22 15:26:30,34.16,41.02,-1.06,5.96,1120.99,79.57,110.0,安全
2025-09-22 15:27:00,74.66,12.27,-2.07,8.26,824.47,60.92,63.4,预警
2025-09-22 15:27:30,13.89,29.87,0.47,11.31,373.4,505.37,72.1,预警
2025-09-22 15:28:00,15.4,21.67,-2.33,12.74,300.35,530.54,239.8,预警
2025-09-22 15:28:30,6.72,41.34,1.96,11.89,250.02,521.53,217.0,预警
2025-09-22 15:29:00,37.45,17.68,0.06,14.79,595.9,561.53,191.9,预警
2025-09-22 15:29:30,97.92,33.95,-7.21,7.7,3324.38,625.07,527.9,危险
2025-09-22 15:30:00,34.81,49.86,0.5,5.91,1388.5,112.9,135.9,安全
2025-09-22 15:30:30,64.3,37.52,-0.03,1.24,1930.03,46.18,61.1,安全
2025-09-22 15:31:00,24.87,76.29,0.85,7.13,1517.87,284.71,30.1,安全
2025-09-22 15:31:30,78.28,22.83,1.12,12.33,1608.42,488.01,2.0,预警
2025-09-22 15:32:00,70.9,17.53,1.09,14.2,1118.59,568.3,231.2,预警
2025-09-22 15:32:30,84.71,55.78,1.05,10.34,4252.61,544.45,166.9,预警
2025-09-22 15:33:00,40.52,69.44,-2.01,11.97,2532.34,551.21,217.6,预警
2025-09-22 15:33:30,64.06,55.56,-5.06,5.77,3559.17,646.11,411.8,危险
2025-09-22 15:34:00,4.54,27.35,2.64,3.06,124.17,647.35,326.9,危险
2025-09-22 15:34:30,24.81,42.24,-0.85,9.55,838.38,46.96,80.0,安全
2025-09-22 15:35:00,67.96,40.66,-0.62,4.55,2210.6,388.68,175.2,安全
2025-09-22 15:35:30,71.45,22.01,1.49,0.05,1258.09,15.21,148.3,安全
2025-09-22 15:36:00,15.97,4.87,-0.79,4.61,62.22,401.81,112.4,安全
2025-09-22 15:36:30,19.02,40.27,1.28,8.8,612.75,177.76,176.8,安全
2025-09-22 15:37:00,56.69,4.48,-1.39,1.83,203.18,400.32,33.1,安全
2025-09-22 15:37:30,40.92,7.43,1.26,3.72,243.23,499.47,170.1,安全
2025-09-22 15:38:00,0.5,37.14,-1.43,9.81,14.86,285.13,13.5,安全
2025-09-22 15:38:30,8.83,30.69,1.32,7.49,216.79,477.19,66.0,安全
2025-09-22 15:39:00,3.47,77.95,-1.45,10.24,216.39,202.78,1.8,安全
2025-09-22 15:39:30,55.14,71.02,1.4,1.75,3132.83,99.69,101.8,安全
2025-09-22 15:40:00,50.99,55.09,-0.96,10.36,2247.23,351.31,152.5,安全
2025-09-22 15:40:30,43.21,32.48,1.43,6.29,1122.77,476.78,171.6,安全
2025-09-22 15:41:00,54.03,40.07,-1.49,0.44,1731.99,110.48,33.5,安全
2025-09-22 15:41:30,20.39,24.4,-0.42,4.55,398.01,54.39,7.6,安全
2025-09-22 15:42:00,53.92,39.25,-0.17,6.86,1693.09,455.23,77.0,安全
2025-09-22 15:42:30,51.29,70.9,1.02,4.61,2909.17,354.6,31.9,安全
2025-09-22 15:43:00,44.85,76.12,-0.28,14.62,3072.58,568.91,213.6,预警
2025-09-22 15:43:30,72.75,52.22,-2.17,2.99,3419.1,619.27,214.9,预警
2025-09-22 15:44:00,48.8,42.37,-2.04,9.88,1860.89,518.1,245.6,预警
2025-09-22 15:44:30,50.04,49.0,-0.68,35.68,2451.96,628.16,390.4,危险
2025-09-22 15:45:00,77.23,0.26,2.15,3.71,18.07,519.57,176.9,预警
2025-09-22 15:45:30,99.53,8.25,-0.51,0.6,821.12,637.72,309.4,危险
2025-09-22 15:46:00,24.12,16.08,0.82,7.7,310.28,349.23,69.7,安全
2025-09-22 15:46:30,72.72,61.7,-0.98,2.42,3589.46,289.1,16.4,安全
2025-09-22 15:47:00,34.92,46.55,0.07,3.58,1300.42,298.35,172.6,安全
2025-09-22 15:47:30,16.49,52.39,-1.37,0.73,691.13,303.51,18.9,安全
2025-09-22 15:48:00,1.8,13.73,0.19,7.6,19.77,111.37,120.3,安全
2025-09-22 15:48:30,14.61,49.08,-0.26,7.06,573.65,547.28,168.8,安全
2025-09-22 15:49:00,0.35,70.84,-1.3,10.29,19.84,155.01,68.8,安全
2025-09-22 15:49:30,7.34,8.99,0.68,10.2,52.79,335.92,128.9,安全
2025-09-22 15:50:00,60.96,18.28,-1.36,0.03,891.48,192.86,43.5,安全
2025-09-22 15:50:30,4.99,17.06,-2.34,1.35,76.62,570.68,170.7,预警
2025-09-22 15:51:00,73.18,25.09,-1.7,2.04,1652.48,550.41,236.1,预警
2025-09-22 15:51:30,98.67,21.24,-0.09,3.22,2095.75,625.65,263.3,危险
2025-09-22 15:52:00,8.94,14.98,0.01,9.17,107.14,129.61,168.3,安全
2025-09-22 15:52:30,76.39,59.26,1.01,3.94,3621.5,39.99,102.4,安全
2025-09-22 15:53:00,44.7,66.0,1.49,5.49,2360.16,189.87,33.5,安全
2025-09-22 15:53:30,0.39,40.73,0.17,8.91,12.71,277.52,165.0,安全
2025-09-22 15:54:00,50.25,62.92,-1.06,9.24,2529.38,371.33,30.6,安全
2025-09-22 15:54:30,15.19,74.12,-1.4,5.0,900.71,172.42,119.7,安全
2025-09-22 15:55:00,67.17,23.94,-0.22,10.6,1286.44,431.16,161.5,安全
2025-09-22 15:55:30,35.11,18.73,-0.26,7.74,526.09,60.2,48.7,安全
2025-09-22 15:56:00,3.74,34.59,0.98,0.28,103.49,371.43,167.8,安全
2025-09-22 15:56:30,18.96,55.49,1.43,10.39,841.67,129.22,18.1,安全
2025-09-22 15:57:00,11.87,56.17,0.68,7.29,533.39,184.85,30.6,安全
2025-09-22 15:57:30,46.47,37.13,0.69,4.77,1380.34,186.26,52.8,安全
2025-09-22 15:58:00,16.93,21.27,-1.22,3.75,288.08,20.12,33.6,安全
2025-09-22 15:58:30,59.74,22.83,2.02,7.22,1227.48,527.28,3.9,预警
2025-09-22 15:59:00,59.09,67.55,1.73,9.31,3592.38,94.86,108.2,预警
2025-09-22 15:59:30,79.29,32.56,2.33,7.47,2323.51,503.25,182.7,预警
2025-09-22 16:00:00,94.01,46.58,-0.63,4.37,3941.09,562.95,210.3,预警
2025-09-22 16:00:30,79.45,13.26,0.68,10.49,948.16,506.85,180.8,预警
2025-09-22 16:01:00,99.18,31.95,1.28,5.85,3168.8,653.12,398.7,危险
2025-09-22 16:01:30,24.47,36.77,-0.94,6.88,719.81,275.06,18.6,安全
2025-09-22 16:02:00,15.82,38.38,1.16,6.12,485.74,374.85,61.0,安全
2025-09-22 16:02:30,82.29,38.79,-0.02,0.56,2872.83,536.62,178.1,预警
2025-09-22 16:03:00,83.73,50.17,1.07,13.65,3780.66,545.11,235.3,预警
2025-09-22 16:03:30,96.54,29.25,0.12,4.72,2823.8,629.07,374.9,危险
2025-09-22 16:04:00,40.14,72.03,-0.72,9.37,2313.03,354.34,3.7,安全
2025-09-22 16:04:30,57.97,2.53,1.49,9.43,117.33,163.55,46.3,安全
2025-09-22 16:05:00,30.52,28.5,-0.38,3.44,695.86,341.63,29.6,安全
2025-09-22 16:05:30,67.68,53.75,-0.07,9.21,2910.24,135.94,3.2,安全
2025-09-22 16:06:00,49.54,34.45,0.2,9.71,1365.32,533.46,114.2,安全
2025-09-22 16:06:30,61.13,5.83,-1.02,7.92,285.11,237.26,80.3,安全
2025-09-22 16:07:00,24.7,48.59,-0.94,6.77,960.14,95.6,11.5,安全
2025-09-22 16:07:30,26.44,18.5,1.17,0.6,391.31,97.15,98.8,安全
2025-09-22 16:08:00,38.49,3.68,-1.48,10.67,113.31,362.36,65.8,安全
2025-09-22 16:08:30,37.64,21.33,-0.47,7.01,642.29,485.55,33.1,安全
2025-09-22 16:09:00,67.23,8.08,-0.86,0.41,434.57,77.46,165.1,安全
2025-09-22 16:09:30,36.76,6.22,1.38,9.49,182.92,415.08,168.0,安全
2025-09-22 16:10:00,17.62,66.91,0.57,9.39,943.16,438.3,62.4,安全
2025-09-22 16:10:30,61.95,18.12,-0.51,1.17,898.03,514.29,52.4,安全
2025-09-22 16:11:00,41.65,30.99,1.38,3.63,1032.59,428.2,154.0,安全
2025-09-22 16:11:30,34.85,31.23,0.76,14.54,979.53,608.35,212.7,预警
2025-09-22 16:12:00,66.52,12.58,1.18,12.87,753.14,548.68,163.7,预警
2025-09-22 16:12:30,94.78,14.76,-0.95,10.54,1259.06,591.07,213.1,预警
2025-09-22 16:13:00,99.22,22.3,0.29,1.69,2212.61,630.81,346.8,危险
2025-09-22 16:13:30,95.13,4.83,1.09,24.39,459.48,645.35,252.3,危险
2025-09-22 16:14:00,49.34,7.07,0.84,10.71,279.07,292.16,122.9,安全
2025-09-22 16:14:30,18.99,35.01,1.07,1.82,531.87,146.05,80.2,安全
2025-09-22 16:15:00,56.98,26.88,1.28,1.03,1225.3,203.95,127.6,安全
2025-09-22 16:15:30,87.1,9.28,-1.14,0.61,727.46,511.49,99.3,预警
2025-09-22 16:16:00,63.71,22.67,-1.41,6.4,1299.88,411.17,131.5,预警
2025-09-22 16:16:30,3.72,52.22,-0.73,14.62,174.83,547.49,173.4,预警
2025-09-22 16:17:00,68.59,36.68,-0.65,14.11,2264.29,505.62,197.6,预警
2025-09-22 16:17:30,31.5,25.51,-0.38,11.05,723.21,601.45,203.3,预警
2025-09-22 16:18:00,69.91,3.44,6.86,19.8,240.49,640.71,499.2,危险
2025-09-22 16:18:30,8.13,27.77,0.11,8.76,180.62,119.05,144.5,安全
2025-09-22 16:19:00,31.98,15.12,0.78,0.99,386.83,283.13,11.5,安全
2025-09-22 16:19:30,28.52,48.09,0.17,4.38,1097.22,235.98,40.8,安全
2025-09-22 16:20:00,36.48,76.26,1.05,1.58,2225.57,16.39,168.0,安全
2025-09-22 16:20:30,42.14,42.45,0.84,3.41,1431.07,265.05,174.4,安全
2025-09-22 16:21:00,53.78,11.25,-1.1,2.21,484.02,421.69,53.2,安全
2025-09-22 16:21:30,1.72,75.53,-0.99,0.11,103.93,130.43,42.3,安全
2025-09-22 16:22:00,33.77,73.63,1.14,4.94,1989.19,226.0,99.9,安全
2025-09-22 16:22:30,19.48,4.18,1.32,2.02,65.14,109.13,85.0,安全
2025-09-22 16:23:00,39.33,1.48,-1.06,4.09,46.57,376.06,41.1,安全
2025-09-22 16:23:30,33.85,44.59,1.17,3.53,1207.5,73.47,88.1,安全
2025-09-22 16:24:00,59.74,7.71,-0.23,0.2,368.48,18.47,86.9,安全
2025-09-22 16:24:30,23.86,67.61,0.31,4.91,1290.54,224.37,89.5,安全
2025-09-22 16:25:00,3.24,71.42,1.49,1.97,185.12,66.22,25.8,安全
2025-09-22 16:25:30,52.89,48.65,1.04,8.12,2058.48,247.33,110.3,安全
2025-09-22 16:26:00,55.07,37.16,-0.07,6.97,1637.12,306.62,115.9,安全
2025-09-22 16:26:30,49.03,54.29,0.43,5.62,2129.47,374.99,80.9,安全
2025-09-22 16:27:00,19.34,0.12,0.18,6.38,1.86,534.63,65.1,安全
2025-09-22 16:27:30,31.54,16.15,-1.29,8.35,407.5,137.33,109.6,安全
2025-09-22 16:28:00,55.02,34.16,1.13,4.8,1503.59,156.71,161.3,安全
2025-09-22 16:28:30,68.93,10.76,-1.42,0.98,593.35,157.61,175.0,安全
2025-09-22 16:29:00,44.69,28.99,1.17,4.9,1036.45,173.39,169.4,安全
2025-09-22 16:29:30,67.96,55.7,0.04,8.53,3028.3,98.65,103.2,安全
2025-09-22 16:30:00,78.71,17.65,0.88,5.3,1111.39,21.9,137.3,安全
